구분,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종,평균
2012년05월28일,2077.09,2012.72,1992.97,2005.7,1980.49,2001.36,2004.15,2014.56,2013.84,2014.75,2026.88,1998.6,2001.06,1997.77,2002.54,1989.0,NaN,2008.3425000000002
2012년05월29일,2076.15,2011.23,1989.77,2004.55,1978.95,2000.53,2002.6,2013.17,2011.48,2012.68,2024.98,1996.84,1999.2,1996.24,2001.32,1989.09,NaN,2006.7987500000002
2012년05월30일,2074.58,2009.34,1987.87,2003.44,1976.44,1997.75,2000.03,2011.29,2009.11,2010.3,2022.37,1995.05,1997.95,1994.33,1999.76,1989.09,NaN,2004.9187499999998
2012년05월31일,2072.71,2007.67,1986.2,2001.63,1975.74,1996.6,1998.03,2009.67,2007.37,2008.43,2021.18,1993.66,1996.5,1992.82,1998.62,1988.59,NaN,2003.4637500000001
2012년06월01일,2071.8,2005.13,1983.36,1999.28,1973.01,1994.76,1995.55,2007.16,2003.95,2004.43,2017.06,1990.33,1993.84,1990.2,1995.24,1988.94,NaN,2000.8775
2012년06월02일,2070.47,2003.26,1980.95,1997.92,1970.21,1993.91,1992.63,2005.47,2001.1,2001.55,2014.72,1988.58,1991.78,1987.87,1992.38,1988.94,NaN,1998.8587499999996
2012년06월03일,2069.31,2002.3,1979.6,1996.85,1969.12,1992.92,1991.26,2004.68,1999.65,2000.26,2014.03,1987.03,1990.17,1986.57,1991.4,1988.94,NaN,1997.755625
2012년06월04일,2069.65,2001.07,1977.67,1996.41,1967.25,1991.43,1990.22,2003.5,1997.32,1998.52,2011.81,1985.65,1988.91,1984.52,1989.19,1988.44,NaN,1996.3475
2012년06월05일,2067.97,1998.69,1975.1,1994.61,1964.29,1988.75,1986.37,2000.89,1994.38,1995.81,2008.09,1982.99,1986.65,1982.28,1985.79,1991.88,NaN,1994.0337500000003
2012년06월06일,2065.62,1996.03,1972.38,1992.68,1962.66,1985.81,1984.0,1998.95,1992.29,1992.96,2006.3,1980.43,1984.4,1979.91,1982.93,1992.03,NaN,1991.83625
2012년06월07일,2064.94,1993.97,1969.91,1991.17,1960.92,1984.38,1982.18,1997.4,1990.58,1991.42,2004.3,1978.57,1982.35,1978.02,1981.3,1992.35,NaN,1990.235
2012년06월08일,2061.93,1991.57,1967.08,1988.95,1957.64,1981.83,1979.24,1995.17,1988.43,1989.36,2002.01,1977.05,1980.51,1976.01,1978.98,1992.12,NaN,1987.9924999999996
2012년06월09일,2060.85,1990.13,1964.77,1986.66,1956.01,1979.85,1976.37,1993.94,1987.02,1988.16,2000.27,1975.7,1979.17,1974.65,1977.42,1992.12,NaN,1986.443125
2012년06월10일,2060.53,1988.8,1963.88,1986.52,1955.51,1979.3,1973.48,1993.31,1986.27,1987.43,1999.7,1974.84,1978.45,1973.59,1976.38,1992.09,NaN,1985.63
2012년06월11일,2059.55,1988.52,1962.48,1985.06,1953.29,1978.04,1971.05,1992.16,1984.94,1986.21,1998.06,1973.39,1976.89,1972.29,1974.85,1991.89,NaN,1984.291875
2012년06월12일,2049.07,1986.17,1959.23,1978.54,1950.61,1976.22,1967.59,1987.91,1981.0,1984.48,1996.1,1970.97,1974.57,1969.77,1972.37,1965.29,NaN,1979.368125
2012년06월13일,2043.98,1981.85,1955.15,1975.84,1946.99,1972.83,1963.5,1984.33,1978.11,1981.2,1993.28,1969.03,1971.7,1967.4,1969.14,1962.85,NaN,1976.0737499999998
2012년06월14일,2039.65,1978.57,1950.03,1970.07,1944.3,1969.95,1959.21,1980.66,1975.24,1977.79,1990.69,1966.36,1969.64,1964.63,1966.27,1962.65,NaN,1972.8568750000002
2012년06월15일,2037.09,1976.25,1945.5,1966.42,1941.49,1966.92,1954.73,1977.45,1973.53,1974.78,1988.02,1963.61,1966.95,1961.5,1963.35,1958.47,NaN,1969.75375
2012년06월16일,2035.25,1973.39,1942.7,1964.09,1938.43,1964.56,1952.11,1974.85,1970.4,1972.5,1986.07,1961.5,1963.8,1958.66,1960.36,1957.67,NaN,1967.2712500000002
2012년06월17일,2034.53,1972.48,1941.95,1963.57,1937.71,1964.01,1950.38,1973.71,1969.52,1970.93,1985.09,1960.25,1962.31,1956.57,1958.93,1957.65,NaN,1966.2243750000002
2012년06월18일,2033.72,1970.96,1940.1,1961.67,1936.09,1962.86,1948.92,1972.06,1967.73,1968.58,1982.81,1957.95,1959.87,1954.31,1957.17,1957.62,NaN,1964.5262500000001
2012년06월19일,2028.13,1968.19,1937.19,1957.59,1932.68,1958.46,1946.83,1968.23,1964.12,1965.37,1979.55,1954.8,1956.98,1950.98,1953.88,1941.98,NaN,1960.31
2012년06월20일,2025.02,1964.65,1934.36,1953.71,1930.24,1956.43,1944.4,1964.69,1961.04,1963.21,1976.7,1952.34,1954.02,1948.03,1950.29,1940.52,NaN,1957.478125
2012년06월21일,2020.4,1961.03,1930.79,1950.94,1927.07,1951.75,1940.4,1961.41,1957.56,1960.64,1973.59,1949.75,1951.02,1944.62,1946.85,1940.54,NaN,1954.2724999999998
2012년06월22일,2018.3,1956.44,1925.72,1946.54,1923.93,1947.43,1936.98,1957.97,1954.69,1957.78,1970.89,1946.94,1947.05,1941.09,1943.37,1938.78,NaN,1950.8687499999996
2012년06월23일,2015.34,1952.93,1920.53,1943.05,1918.69,1942.99,1932.29,1954.51,1950.86,1955.0,1968.11,1943.82,1943.51,1937.06,1939.69,1938.08,NaN,1947.27875
2012년06월24일,2014.51,1950.75,1918.05,1941.71,1917.38,1941.85,1930.66,1953.38,1949.89,1953.68,1966.38,1942.11,1942.0,1935.1,1938.1,1938.03,NaN,1945.8487499999999
2012년06월25일,2013.97,1948.55,1915.8,1939.89,1914.53,1939.79,1926.34,1951.33,1946.99,1951.73,1964.31,1939.55,1939.98,1932.36,1935.5,1938.08,NaN,1943.6687499999998
2012년06월26일,2005.96,1942.29,1911.31,1934.67,1910.02,1933.17,1923.75,1944.88,1941.74,1946.31,1960.35,1935.25,1934.76,1927.65,1929.04,1891.07,NaN,1935.76375
2012년06월27일,1997.03,1936.81,1906.29,1926.11,1904.06,1925.39,1919.57,1937.31,1935.26,1940.85,1954.65,1929.11,1928.08,1921.98,1922.88,1889.16,NaN,1929.6587499999998
2012년06월28일,1989.57,1931.92,1900.64,1919.93,1898.35,1919.44,1916.84,1930.47,1930.15,1934.6,1949.66,1922.79,1922.8,1916.15,1916.33,1888.28,NaN,1924.245
2012년06월29일,1984.46,1925.67,1895.52,1914.62,1892.15,1914.64,1910.1,1924.53,1923.72,1927.28,1943.61,1916.74,1917.35,1911.18,1910.74,1888.7,NaN,1918.8131250000001
2012년06월30일,1981.34,1921.63,1891.43,1912.15,1888.3,1910.67,1906.22,1921.53,1919.54,1922.93,1940.19,1913.39,1912.97,1906.53,1907.42,1888.1,NaN,1915.2712499999998
2012년07월01일,1979.57,1918.27,1889.28,1909.48,1885.84,1909.16,1902.09,1918.89,1914.99,1918.93,1934.13,1910.1,1909.19,1901.97,1903.0,1888.1,NaN,1912.0618749999999
2012년07월02일,1978.02,1914.33,1886.21,1906.81,1882.96,1906.27,1898.07,1915.38,1911.25,1915.25,1930.45,1904.41,1904.48,1897.76,1898.36,1887.98,NaN,1908.6243749999999
2012년07월03일,1974.1,1909.82,1881.31,1903.55,1877.08,1900.97,1893.03,1910.93,1905.51,1910.5,1925.31,1899.31,1900.41,1892.19,1893.42,1888.46,NaN,1904.11875
2012년07월04일,1970.24,1905.13,1878.36,1900.62,1874.24,1897.01,1887.94,1907.03,1902.36,1905.5,1920.18,1895.21,1896.87,1888.17,1888.46,1887.98,NaN,1900.33125
2012년07월05일,1968.56,1902.54,1876.46,1898.13,1871.2,1894.21,1883.95,1904.81,1899.92,1902.9,1916.97,1892.05,1893.64,1885.09,1884.95,1887.98,NaN,1897.71
2012년07월06일,1967.32,1899.71,1874.39,1896.66,1869.58,1893.04,1881.82,1903.1,1898.07,1901.5,1914.49,1889.7,1891.14,1883.02,1882.79,1887.72,NaN,1895.8781250000004
2012년07월07일,1966.25,1898.03,1872.82,1896.54,1867.7,1891.87,1880.52,1901.98,1896.0,1899.22,1912.26,1887.94,1888.69,1880.69,1880.71,1887.69,NaN,1894.3068749999995
2012년07월08일,1965.58,1896.58,1872.16,1895.3,1867.33,1891.66,1879.73,1901.4,1895.33,1897.8,1911.28,1886.96,1887.44,1879.38,1879.05,1887.69,NaN,1893.4168749999997
2012년07월09일,1965.36,1896.07,1871.12,1895.52,1866.23,1890.73,1879.53,1901.11,1894.1,1896.87,1909.68,1885.97,1885.96,1878.49,1877.53,1888.1,NaN,1892.648125
2012년07월10일,1969.43,1894.91,1869.05,1896.19,1865.59,1890.08,1878.61,1901.76,1892.0,1896.51,1908.8,1885.4,1884.0,1877.02,1876.43,1895.99,NaN,1892.6106250000003
2012년07월11일,1970.23,1894.73,1867.97,1896.66,1864.63,1889.83,1877.49,1901.68,1891.16,1896.05,1907.42,1884.39,1882.54,1875.75,1875.67,1896.21,NaN,1892.0256249999998
2012년07월12일,1969.97,1894.26,1868.11,1896.75,1863.2,1888.41,1876.87,1901.75,1890.73,1895.12,1906.7,1883.66,1882.36,1875.2,1874.86,1898.29,NaN,1891.64
2012년07월13일,1970.8,1893.41,1867.07,1897.51,1863.06,1888.33,1876.83,1901.39,1890.52,1894.7,1905.89,1882.97,1882.17,1874.48,1874.36,1897.97,NaN,1891.3412500000002
2012년07월14일,1971.18,1893.3,1867.7,1897.08,1863.22,1887.52,1875.86,1901.75,1891.05,1894.16,1905.16,1882.19,1881.52,1874.02,1873.98,1897.19,NaN,1891.0549999999998
2012년07월15일,1971.7,1892.88,1867.62,1897.62,1862.4,1887.72,1875.7,1901.6,1891.43,1894.25,1904.94,1881.61,1881.48,1873.67,1873.82,1897.19,NaN,1890.9768749999996
2012년07월16일,1971.74,1892.71,1867.28,1897.23,1863.49,1887.62,1876.75,1902.0,1891.41,1893.51,1904.05,1881.16,1881.18,1873.36,1873.63,1897.19,NaN,1890.8943749999999
2012년07월17일,1975.17,1893.39,1867.72,1897.59,1863.73,1888.71,1876.09,1902.73,1891.24,1893.74,1904.08,1881.07,1880.36,1873.26,1873.54,1897.58,NaN,1891.25
2012년07월18일,1975.42,1894.38,1867.82,1898.9,1863.74,1888.79,1875.65,1903.51,1891.43,1893.73,1903.87,1881.36,1880.52,1873.29,1873.91,1897.43,NaN,1891.484375
2012년07월19일,1975.89,1894.54,1868.33,1900.05,1864.92,1889.24,1876.55,1904.52,1892.22,1893.66,1904.42,1881.79,1881.18,1873.45,1874.53,1897.43,NaN,1892.0449999999998
2012년07월20일,1977.26,1895.74,1868.55,1901.12,1868.93,1890.64,1878.28,1905.73,1893.33,1893.97,1904.89,1882.36,1881.31,1873.5,1875.37,1913.75,NaN,1894.0456250000002
2012년07월21일,1978.45,1897.65,1870.12,1902.87,1874.76,1893.81,1882.76,1908.07,1895.44,1895.39,1905.91,1885.31,1882.72,1874.83,1877.35,1917.65,NaN,1896.4431250000002
2012년07월22일,1979.0,1898.79,1871.04,1903.71,1876.46,1895.85,1883.73,1909.32,1897.01,1896.55,1906.71,1887.37,1883.53,1876.04,1878.79,1917.5,NaN,1897.5874999999999
2012년07월23일,1980.46,1900.47,1872.22,1904.72,1879.08,1898.72,1885.64,1910.68,1898.04,1897.24,1907.53,1889.79,1885.03,1877.29,1880.85,1917.42,NaN,1899.07375
2012년07월24일,1990.29,1903.42,1875.86,1911.55,1882.29,1902.01,1889.76,1916.33,1901.33,1899.64,1909.53,1893.88,1887.52,1879.8,1884.32,1937.07,NaN,1904.0375
2012년07월25일,1995.14,1908.21,1879.75,1917.09,1886.0,1905.45,1892.92,1921.9,1904.75,1902.55,1912.05,1897.63,1890.52,1881.98,1887.6,1937.12,NaN,1907.5412499999998
2012년07월26일,1999.8,1911.37,1884.27,1920.12,1888.48,1909.02,1896.02,1925.79,1909.68,1907.41,1914.94,1902.85,1893.21,1884.56,1891.74,1937.22,NaN,1911.0300000000002
2012년07월27일,2004.57,1914.64,1888.52,1924.36,1891.86,1912.74,1905.73,1930.03,1913.72,1909.94,1918.64,1906.39,1895.51,1887.16,1895.05,1957.37,NaN,1916.0143749999995
2012년07월28일,2006.43,1919.24,1892.72,1926.96,1894.36,1917.07,1910.76,1932.82,1918.06,1914.98,1922.26,1910.64,1899.24,1890.55,1897.47,1958.33,NaN,1919.493125
2012년07월29일,2007.5,1921.19,1894.03,1927.8,1895.54,1919.59,1912.55,1934.21,1920.38,1916.44,1924.38,1912.61,1901.47,1892.94,1899.21,1958.3,NaN,1921.13375
2012년07월30일,2007.85,1923.27,1896.77,1928.57,1896.84,1922.2,1914.24,1935.72,1922.02,1918.41,1926.44,1914.82,1903.56,1895.36,1901.44,1958.3,NaN,1922.8631249999999
2012년07월31일,2009.99,1925.8,1898.47,1930.4,1899.55,1923.83,1915.87,1937.96,1925.92,1921.14,1929.03,1918.33,1905.83,1899.1,1903.79,1958.45,NaN,1925.2162500000002
2012년08월01일,2011.61,1929.46,1901.56,1933.97,1903.11,1927.1,1917.47,1941.07,1928.64,1924.91,1933.08,1922.14,1909.9,1903.15,1906.79,1958.4,NaN,1928.2725
2012년08월02일,2012.98,1932.04,1903.29,1936.06,1907.2,1929.74,1918.74,1943.05,1931.28,1927.56,1935.34,1924.76,1913.76,1905.82,1910.48,1958.38,NaN,1930.6549999999997
2012년08월03일,2014.05,1933.58,1905.36,1937.38,1909.57,1932.05,1920.16,1944.59,1934.53,1930.32,1937.31,1926.38,1916.89,1909.03,1913.3,1958.38,NaN,1932.68
2012년08월04일,2014.89,1935.0,1907.38,1939.09,1911.82,1934.19,1920.85,1946.11,1938.06,1932.91,1939.08,1928.53,1920.17,1911.83,1915.78,1958.82,NaN,1934.6568750000001
2012년08월05일,2015.03,1935.08,1907.92,1939.74,1912.76,1934.55,1920.82,1946.7,1940.0,1933.86,1939.66,1929.48,1921.43,1913.67,1916.94,1958.38,NaN,1935.3762499999998
2012년08월06일,2015.77,1935.97,1908.83,1940.52,1913.83,1936.18,1921.26,1947.5,1940.86,1934.82,1941.11,1930.93,1922.76,1915.82,1918.34,1958.38,NaN,1936.43
2012년08월07일,2019.48,1938.1,1910.62,1943.03,1915.22,1939.22,1922.08,1949.95,1943.84,1937.02,1943.0,1932.46,1925.73,1918.48,1921.13,1959.59,NaN,1938.6843749999998
2012년08월08일,2021.75,1941.26,1912.15,1944.74,1916.51,1941.53,1922.71,1952.0,1946.64,1938.72,1944.82,1934.02,1927.83,1920.43,1922.92,1959.74,NaN,1940.485625
2012년08월09일,2024.34,1943.82,1914.98,1947.3,1918.88,1943.43,1923.21,1954.3,1948.74,1940.54,1946.21,1936.16,1930.48,1922.37,1925.13,1959.74,NaN,1942.476875
2012년08월10일,2027.38,1946.03,1919.03,1950.42,1922.22,1946.08,1925.43,1957.07,1950.38,1943.06,1948.6,1937.88,1932.57,1925.39,1927.64,1987.3,NaN,1946.655
2012년08월11일,2029.44,1949.55,1924.54,1954.18,1927.07,1950.0,1928.9,1960.32,1953.87,1946.02,1950.88,1940.05,1935.21,1928.11,1930.64,1988.25,NaN,1949.814375
2012년08월12일,2029.97,1950.69,1926.11,1955.44,1929.64,1951.88,1930.48,1962.08,1955.22,1947.72,1951.95,1941.14,1936.93,1929.79,1932.58,1988.05,NaN,1951.2293750000001
2012년08월13일,2030.9,1952.53,1928.61,1957.69,1934.4,1954.25,1931.97,1964.04,1957.63,1950.14,1953.63,1942.76,1939.47,1931.76,1934.32,1987.95,NaN,1953.253125
2012년08월14일,2046.14,1959.42,1933.89,1969.68,1941.61,1960.43,1937.54,1973.66,1964.83,1955.28,1958.14,1946.68,1944.3,1935.57,1939.83,2011.82,NaN,1961.17625
2012년08월15일,2055.98,1968.02,1939.93,1977.0,1946.32,1965.8,1945.77,1981.08,1971.14,1960.83,1962.13,1950.33,1948.25,1940.41,1944.48,2011.87,NaN,1966.83375
2012년08월16일,2060.11,1972.62,1943.44,1981.79,1949.18,1969.45,1950.77,1985.45,1975.73,1964.35,1965.45,1953.03,1951.05,1944.7,1949.06,2011.9,NaN,1970.505
2012년08월17일,2064.85,1977.45,1948.34,1988.76,1954.65,1974.78,1957.45,1990.77,1980.03,1968.84,1969.76,1955.81,1954.76,1949.29,1954.52,2036.21,NaN,1976.641875
2012년08월18일,2068.61,1981.78,1954.89,1993.71,1960.83,1981.82,1967.95,1995.01,1984.92,1974.22,1975.59,1959.76,1958.98,1954.01,1960.23,2037.09,NaN,1981.8374999999999
2012년08월19일,2070.69,1983.23,1959.12,1994.94,1962.42,1984.24,1973.86,1996.63,1987.27,1976.59,1978.21,1962.49,1961.28,1956.87,1963.43,2037.24,NaN,1984.2818750000001
2012년08월20일,2072.01,1986.0,1963.31,1996.95,1965.96,1988.43,1977.79,1999.34,1990.47,1978.83,1981.82,1966.17,1964.37,1960.82,1967.21,2037.29,NaN,1987.298125
2012년08월21일,2083.36,1991.23,1969.41,2004.04,1970.64,1995.93,1981.9,2007.03,1995.92,1984.21,1987.07,1971.58,1969.62,1966.29,1973.63,2052.26,NaN,1994.0075000000002
2012년08월22일,2089.69,1997.42,1974.06,2008.59,1973.93,2000.65,1984.69,2012.84,2000.87,1988.56,1990.88,1975.65,1974.01,1971.85,1978.82,2052.66,NaN,1998.4481250000001
2012년08월23일,2095.87,2001.57,1978.26,2012.42,1978.72,2004.33,1986.91,2017.63,2005.2,1992.93,1995.07,1980.59,1977.57,1976.23,1982.97,2052.72,NaN,2002.436875
2012년08월24일,2098.25,2005.47,1982.63,2016.85,1982.82,2007.65,1989.66,2020.96,2008.71,1995.84,1998.42,1983.77,1981.4,1980.18,1986.03,2067.06,NaN,2006.6062500000003
2012년08월25일,2101.16,2009.13,1986.92,2020.26,1987.46,2011.07,1994.81,2024.28,2011.76,1999.26,2002.32,1987.06,1986.0,1984.27,1989.8,2067.52,NaN,2010.1924999999999
2012년08월26일,2101.86,2010.39,1988.46,2021.74,1990.47,2012.45,2000.12,2025.71,2013.89,2002.33,2004.65,1989.68,1989.98,1986.78,1991.36,2067.57,NaN,2012.34
2012년08월27일,2102.73,2013.25,1991.09,2023.86,1994.07,2015.66,2006.03,2027.6,2016.15,2005.06,2007.36,1993.08,1993.76,1989.82,1993.75,2067.64,NaN,2015.056875
2012년08월28일,2103.05,2015.32,1993.84,2024.88,1995.89,2018.5,2009.44,2029.72,2018.41,2007.79,2009.86,1996.64,1995.77,1992.92,1995.91,2067.64,NaN,2017.2237499999999
2012년08월29일,2104.08,2018.11,1995.69,2026.74,1998.88,2021.18,2012.41,2031.81,2020.15,2009.97,2012.22,1999.04,1998.29,1995.57,1998.62,2067.72,NaN,2019.4050000000002
2012년08월30일,2104.0,2020.89,1997.59,2028.13,2001.2,2022.52,2013.85,2032.8,2022.02,2012.27,2014.61,2002.47,2000.49,1997.65,2001.36,2067.44,NaN,2021.2056250000003
2012년08월31일,2104.14,2022.34,1998.6,2029.25,2002.59,2023.16,2014.37,2033.6,2022.62,2013.59,2016.71,2005.36,2002.81,1999.81,2003.6,2067.72,NaN,2022.5168750000003
2012년09월01일,2104.58,2023.96,2000.82,2030.2,2004.66,2026.42,2015.93,2034.68,2023.46,2016.96,2020.53,2010.28,2005.99,2003.62,2006.7,2067.71,NaN,2024.7812499999998
2012년09월02일,2104.65,2024.53,2001.38,2030.9,2005.18,2028.1,2016.79,2035.08,2024.34,2018.0,2022.75,2012.15,2007.72,2005.44,2007.86,2067.71,NaN,2025.78625
2012년09월03일,2104.81,2024.78,2003.02,2030.93,2005.67,2029.43,2016.97,2035.45,2025.29,2018.63,2024.26,2014.59,2010.19,2007.31,2009.1,2067.53,NaN,2026.7475
2012년09월04일,2102.95,2025.29,2004.7,2030.26,2006.6,2030.03,2016.65,2035.32,2025.69,2019.57,2025.95,2015.91,2011.87,2008.79,2010.31,2067.53,NaN,2027.33875
2012년09월05일,2102.03,2024.81,2005.57,2030.11,2005.91,2030.93,2016.6,2035.13,2026.26,2020.16,2027.14,2016.85,2013.29,2009.85,2011.03,2067.53,NaN,2027.6999999999996
2012년09월06일,2100.85,2024.46,2006.45,2029.61,2006.47,2031.9,2016.16,2035.21,2026.61,2020.59,2027.99,2017.39,2014.74,2010.57,2011.71,2067.53,NaN,2028.0149999999999
2012년09월07일,2099.65,2024.12,2006.71,2029.47,2006.66,2031.87,2015.91,2035.08,2027.01,2021.32,2028.57,2018.21,2015.84,2011.04,2012.11,2050.41,NaN,2027.12375
2012년09월08일,2099.55,2024.74,2008.23,2029.72,2006.14,2031.76,2015.97,2034.99,2027.06,2021.95,2029.34,2018.6,2016.51,2012.03,2012.64,2048.61,NaN,2027.3649999999998
2012년09월09일,2099.93,2024.7,2008.43,2029.59,2006.44,2032.08,2016.34,2034.93,2027.14,2021.83,2029.64,2019.04,2016.89,2012.4,2012.79,2048.38,NaN,2027.5343750000004
2012년09월10일,2099.19,2024.65,2008.08,2029.31,2006.56,2032.63,2015.74,2034.9,2027.25,2022.48,2029.84,2019.5,2017.29,2012.45,2012.78,2048.41,NaN,2027.5662499999999
2012년09월11일,2097.48,2023.82,2008.67,2028.97,2006.54,2032.83,2015.71,2034.4,2027.15,2022.68,2030.11,2019.68,2017.58,2012.59,2012.8,2019.71,NaN,2025.67
2012년09월12일,2096.45,2022.9,2008.7,2028.79,2006.31,2032.77,2015.3,2033.97,2027.15,2023.05,2030.45,2019.5,2017.71,2011.96,2012.85,2016.53,NaN,2025.2743749999997
2012년09월13일,2095.57,2022.39,2008.98,2028.28,2006.13,2033.23,2014.55,2033.38,2027.21,2023.44,2030.37,2019.6,2018.21,2011.75,2012.58,2015.67,NaN,2025.0837499999993
2012년09월14일,2094.9,2022.15,2008.9,2028.3,2006.14,2033.54,2014.9,2033.14,2027.15,2023.71,2030.54,2019.59,2018.32,2011.89,2012.77,2014.76,NaN,2025.0437499999998
2012년09월15일,2094.24,2022.65,2009.17,2027.84,2006.37,2033.65,2015.44,2033.11,2027.48,2023.91,2030.83,2019.81,2018.51,2011.89,2013.04,2014.47,NaN,2025.1506250000002
2012년09월16일,2094.19,2022.82,2009.29,2027.71,2006.71,2033.65,2015.62,2032.87,2027.69,2024.17,2031.11,2019.92,2018.53,2012.23,2013.2,2014.47,NaN,2025.26125
2012년09월17일,2093.31,2022.66,2009.22,2027.46,2006.53,2033.81,2015.53,2032.85,2027.78,2024.42,2030.98,2020.14,2018.8,2012.28,2013.08,2014.47,NaN,2025.2075
2012년09월18일,2098.0,2022.75,2009.95,2028.75,2005.61,2034.35,2016.71,2033.93,2027.62,2024.76,2031.76,2020.24,2018.67,2012.73,2013.29,2005.99,NaN,2025.319375
2012년09월19일,2099.17,2023.23,2009.91,2028.97,2005.32,2034.43,2016.9,2034.01,2027.78,2024.94,2032.06,2020.04,2018.59,2013.0,2013.06,2004.35,NaN,2025.3600000000001
2012년09월20일,2099.96,2022.68,2009.93,2028.82,2004.4,2033.75,2016.88,2034.05,2027.77,2025.25,2032.27,2019.78,2018.65,2013.01,2012.56,2003.96,NaN,2025.2325
2012년09월21일,2098.59,2022.25,2009.56,2028.16,2003.29,2032.39,2017.28,2033.16,2026.52,2024.8,2032.06,2018.9,2018.48,2012.7,2012.47,2003.68,NaN,2024.643125
2012년09월22일,2097.93,2021.38,2009.25,2027.57,2002.78,2031.24,2016.45,2032.33,2025.78,2024.33,2031.69,2018.09,2018.02,2012.35,2011.75,2003.63,NaN,2024.035625
2012년09월23일,2096.88,2021.06,2008.86,2027.61,2001.36,2029.9,2016.56,2031.32,2024.96,2023.71,2031.46,2017.43,2016.77,2011.55,2011.19,2003.73,NaN,2023.3968749999997
2012년09월24일,2096.78,2020.73,2009.01,2027.44,2001.34,2029.71,2016.19,2031.37,2024.64,2023.62,2031.15,2017.45,2017.96,2011.43,2011.26,2003.78,NaN,2023.36625
2012년09월25일,2092.66,2019.12,2008.5,2025.42,2000.14,2027.96,2015.66,2029.62,2023.47,2022.21,2030.41,2016.44,2017.1,2011.08,2010.5,1977.19,NaN,2020.4674999999995
2012년09월26일,2089.62,2017.09,2007.32,2021.84,1999.57,2025.41,2014.65,2027.7,2021.65,2021.25,2029.82,2015.78,2016.56,2010.09,2009.92,1974.11,NaN,2018.8987500000003
2012년09월27일,2086.96,2015.61,2005.6,2018.92,1998.39,2022.49,2012.63,2025.28,2020.13,2020.74,2028.78,2014.9,2015.44,2009.11,2009.14,1973.41,NaN,2017.345625
2012년09월28일,2085.77,2014.74,2004.44,2017.56,1997.36,2021.13,2011.63,2023.66,2018.58,2019.98,2027.66,2014.01,2014.48,2007.98,2008.42,1973.72,NaN,2016.3200000000002
2012년09월29일,2085.16,2014.3,2004.24,2016.66,1996.19,2020.41,2011.07,2022.64,2017.0,2019.48,2026.73,2013.45,2013.27,2006.97,2007.45,1973.52,NaN,2015.53375
2012년09월30일,2084.69,2014.19,2003.94,2016.56,1996.31,2020.3,2011.16,2022.44,2016.55,2019.12,2026.49,2013.04,2012.77,2006.58,2006.91,1973.36,NaN,2015.275625
2012년10월01일,2084.06,2013.1,2003.02,2016.01,1996.21,2020.02,2010.42,2021.97,2015.94,2018.41,2025.83,2012.1,2011.74,2006.14,2006.61,1973.44,NaN,2014.6887499999998
2012년10월02일,2084.17,2012.46,2002.58,2016.12,1995.94,2019.32,2005.96,2021.0,2015.19,2017.28,2025.45,2011.51,2011.23,2005.28,2006.09,1973.36,NaN,2013.9337499999997
2012년10월03일,2084.15,2011.4,2001.63,2015.49,1995.31,2018.83,2004.98,2020.3,2014.57,2016.34,2024.75,2010.71,2010.52,2004.84,2005.35,1973.13,NaN,2013.26875
2012년10월04일,2082.9,2010.85,1999.95,2014.71,1993.78,2017.09,2007.78,2019.24,2014.4,2015.53,2023.49,2009.25,2009.4,2004.13,2004.67,1973.51,NaN,2012.5425000000002
2012년10월05일,2081.5,2009.35,1997.82,2013.31,1992.4,2015.1,2007.16,2017.33,2012.82,2014.79,2022.22,2008.11,2008.7,2002.95,2003.49,1973.45,NaN,2011.2812500000005
2012년10월06일,2079.69,2008.41,1996.17,2011.91,1991.25,2012.28,2006.48,2016.18,2012.08,2013.88,2021.02,2006.96,2007.45,2002.04,2002.16,1973.87,NaN,2010.114375
2012년10월07일,2078.92,2007.99,1994.8,2011.35,1990.35,2012.02,2005.96,2015.81,2011.77,2013.1,2020.54,2006.54,2006.31,2001.31,2001.63,1973.51,NaN,2009.494375
2012년10월08일,2078.57,2007.12,1994.15,2010.2,1989.51,2010.81,2005.02,2014.97,2010.72,2012.22,2019.6,2005.58,2005.08,2000.41,2000.69,1973.61,NaN,2008.6412500000001
2012년10월09일,2078.19,2005.42,1992.43,2008.84,1988.11,2009.41,2003.38,2013.99,2009.88,2011.28,2018.49,2004.65,2004.02,1999.0,1999.6,1974.12,NaN,2007.5506249999999
2012년10월10일,2077.81,2004.63,1990.78,2007.49,1987.2,2007.72,2000.83,2012.78,2009.46,2010.49,2017.47,2003.49,2003.2,1997.83,1998.52,1974.89,NaN,2006.5368750000005
2012년10월11일,2077.64,2003.53,1990.06,2006.91,1986.27,2006.71,1998.73,2011.99,2008.81,2009.74,2016.72,2002.89,2002.19,1996.52,1997.43,1975.58,NaN,2005.7325
2012년10월12일,2077.41,2002.61,1989.16,2006.36,1985.43,2005.79,1998.2,2011.44,2008.25,2009.11,2016.18,2002.08,2001.63,1995.58,1997.18,1992.24,NaN,2006.1656250000003
2012년10월13일,2077.11,2001.8,1988.86,2005.95,1984.68,2005.49,1998.0,2010.92,2008.26,2008.54,2015.8,2001.54,2001.22,1994.82,1996.8,1993.14,NaN,2005.808125
2012년10월14일,2076.98,2001.5,1988.74,2006.19,1984.6,2005.09,1997.34,2010.68,2007.97,2008.29,2015.87,2001.37,2001.14,1994.3,1996.53,1993.27,NaN,2005.6162499999998
